past_tr_id,past_tr_departure,past_tr_return,past_tr_dest_count,past_tr_participants,past_tr_revenue
23989,2021-09-04 05:00:00,2021-09-18 12:00:00,1,39,798.79
23990,2021-09-30 00:00:00,2021-10-04 13:00:00,1,43,3593.79
23991,2021-11-19 13:00:00,2021-11-23 23:00:00,4,10,4139.84
23992,2021-01-20 21:00:00,2021-01-25 06:00:00,2,1,1211.82
23993,2021-11-24 10:00:00,2021-12-06 23:00:00,3,10,4299.5
23994,2022-04-21 00:00:00,2022-04-26 09:00:00,2,7,1769.11
23995,2022-05-12 07:00:00,2022-05-14 05:00:00,4,19,588.86
23996,2022-09-25 22:00:00,2022-09-30 19:00:00,4,19,2308.74
23997,2021-05-22 03:00:00,2021-05-25 23:00:00,3,10,564.53
23998,2020-10-14 08:00:00,2020-10-19 04:00:00,5,32,1862.57
23999,2022-01-16 01:00:00,2022-01-28 18:00:00,2,27,628.83
24000,2021-08-16 06:00:00,2021-08-20 15:00:00,1,44,4047.87
24001,2020-05-20 19:00:00,2020-06-02 07:00:00,5,22,2106.44
24002,2021-02-11 14:00:00,2021-02-24 23:00:00,4,1,2351.16
24003,2021-10-03 05:00:00,2021-10-09 03:00:00,3,6,3088.28
24004,2022-11-16 20:00:00,2022-11-19 13:00:00,3,47,4014.68
24005,2021-03-22 02:00:00,2021-03-27 23:00:00,4,46,4215.62
24006,2020-12-16 23:00:00,2020-12-23 06:00:00,4,40,4335.35
24007,2022-12-27 12:00:00,2022-12-31 23:00:00,3,4,4509.32
24008,2022-08-21 08:00:00,2022-08-24 10:00:00,4,45,2906.81
24009,2021-05-11 01:00:00,2021-05-17 13:00:00,1,11,2408.64
24010,2021-02-07 23:00:00,2021-02-11 18:00:00,5,10,868.73
24011,2020-12-16 20:00:00,2020-12-30 21:00:00,4,32,1421.58
24012,2020-09-04 12:00:00,2020-09-07 16:00:00,1,14,4402.31
24013,2020-04-11 23:00:00,2020-04-16 20:00:00,1,29,3850.2
24014,2020-09-01 14:00:00,2020-09-06 01:00:00,5,4,1433.58
24015,2020-11-10 10:00:00,2020-11-16 16:00:00,5,29,2944.81
24016,2022-01-08 13:00:00,2022-01-10 05:00:00,5,9,4320.73
24017,2020-12-21 11:00:00,2020-12-26 10:00:00,2,27,3602.2
24018,2020-02-16 00:00:00,2020-02-28 20:00:00,3,4,4641.4
24019,2021-04-22 02:00:00,2021-05-04 19:00:00,2,38,2514.18
24020,2021-04-19 02:00:00,2021-04-26 07:00:00,5,38,3204.31
24021,2020-04-08 12:00:00,2020-04-13 19:00:00,2,39,2555.85
24022,2021-02-06 02:00:00,2021-02-18 05:00:00,4,24,2118.95
24023,2022-05-07 09:00:00,2022-05-08 13:00:00,5,47,3221.1
24024,2022-12-19 16:00:00,2022-12-31 07:00:00,1,44,2078.2
24025,2022-05-18 14:00:00,2022-05-20 05:00:00,4,47,4875.58
24026,2021-11-08 17:00:00,2021-11-17 19:00:00,2,4,2087.54
24027,2020-08-30 15:00:00,2020-09-09 23:00:00,1,44,107.0
24028,2020-08-27 09:00:00,2020-09-03 17:00:00,5,6,809.95
24029,2020-11-27 15:00:00,2020-12-03 01:00:00,2,19,1084.32
24030,2021-11-12 17:00:00,2021-11-24 15:00:00,4,18,3355.04
24031,2021-08-07 00:00:00,2021-08-14 07:00:00,2,41,3586.85
24032,2020-12-22 19:00:00,2020-12-24 04:00:00,1,26,2649.37
24033,2020-07-17 14:00:00,2020-07-27 09:00:00,3,44,4228.31
24034,2022-07-07 03:00:00,2022-07-19 05:00:00,5,33,733.92
24035,2021-02-02 23:00:00,2021-02-12 02:00:00,1,30,3382.55
24036,2021-10-11 08:00:00,2021-10-21 16:00:00,3,3,734.64
24037,2020-01-27 20:00:00,2020-02-01 21:00:00,5,33,3467.43
24038,2020-09-02 12:00:00,2020-09-11 11:00:00,4,2,2649.93
24039,2022-01-10 05:00:00,2022-01-17 06:00:00,2,8,1546.54
24040,2022-04-12 15:00:00,2022-04-19 09:00:00,4,2,2711.93
24041,2020-08-28 07:00:00,2020-09-11 13:00:00,5,28,3317.76
24042,2021-01-09 00:00:00,2021-01-11 20:00:00,2,19,1673.78
24043,2022-03-27 16:00:00,2022-04-03 06:00:00,1,12,995.95
24044,2022-02-18 13:00:00,2022-02-28 14:00:00,5,1,3479.98
24045,2021-03-08 04:00:00,2021-03-09 14:00:00,2,2,1036.94
24046,2022-09-23 20:00:00,2022-09-28 07:00:00,3,19,4671.03
24047,2021-05-24 04:00:00,2021-05-30 11:00:00,2,31,475.57
24048,2021-04-25 03:00:00,2021-04-26 10:00:00,3,8,494.63
24049,2022-08-27 10:00:00,2022-09-01 22:00:00,1,6,1046.6
24050,2020-07-21 18:00:00,2020-07-26 22:00:00,5,20,4085.61
24051,2022-02-18 02:00:00,2022-03-01 22:00:00,2,31,4909.08
24052,2020-12-11 01:00:00,2020-12-23 07:00:00,5,4,4734.99
24053,2020-11-03 12:00:00,2020-11-10 00:00:00,4,3,4081.97
24054,2021-06-08 16:00:00,2021-06-20 04:00:00,4,22,2001.5
24055,2021-01-03 02:00:00,2021-01-08 09:00:00,4,28,3812.97
24056,2021-06-01 09:00:00,2021-06-06 03:00:00,3,34,146.32
24057,2022-01-19 08:00:00,2022-01-31 00:00:00,3,32,1226.61
24058,2021-07-30 09:00:00,2021-08-12 02:00:00,5,16,3694.63
24059,2021-02-19 09:00:00,2021-02-23 16:00:00,3,49,4653.9
24060,2020-06-27 14:00:00,2020-07-11 03:00:00,1,23,2118.6
24061,2021-03-22 13:00:00,2021-04-02 19:00:00,5,43,4371.19
24062,2022-09-26 17:00:00,2022-10-10 13:00:00,5,35,3070.18
24063,2022-05-13 06:00:00,2022-05-25 01:00:00,3,8,3692.68
24064,2020-06-03 11:00:00,2020-06-16 17:00:00,3,27,3058.91
24065,2020-10-09 17:00:00,2020-10-15 07:00:00,3,2,4149.07
24066,2022-09-21 03:00:00,2022-09-22 15:00:00,5,10,1309.12
24067,2021-05-25 21:00:00,2021-05-30 16:00:00,4,24,1904.16
24068,2021-01-10 17:00:00,2021-01-17 06:00:00,2,12,4731.61
24069,2022-06-05 18:00:00,2022-06-07 19:00:00,1,1,1314.31
24070,2022-02-21 03:00:00,2022-03-04 16:00:00,3,10,2228.58
24071,2021-02-27 14:00:00,2021-03-01 03:00:00,5,13,4090.77
24072,2020-09-28 13:00:00,2020-10-12 01:00:00,1,37,3420.11
24073,2022-05-26 05:00:00,2022-06-02 16:00:00,5,11,1849.64
24074,2022-02-24 12:00:00,2022-03-08 09:00:00,4,3,4005.18
24075,2021-11-08 14:00:00,2021-11-18 07:00:00,4,1,1875.03
24076,2021-03-15 07:00:00,2021-03-29 11:00:00,4,24,3569.31
24077,2022-09-02 23:00:00,2022-09-06 19:00:00,5,2,575.35
24078,2021-02-23 11:00:00,2021-03-05 22:00:00,5,20,4468.38
24079,2020-11-26 06:00:00,2020-11-27 22:00:00,4,6,1499.39
24080,2020-04-13 08:00:00,2020-04-19 10:00:00,1,30,456.09
24081,2021-08-08 20:00:00,2021-08-14 00:00:00,5,13,237.17
24082,2020-10-26 23:00:00,2020-11-01 08:00:00,1,46,1491.38
24083,2020-06-13 14:00:00,2020-06-26 05:00:00,4,49,3839.83
24084,2021-05-18 15:00:00,2021-06-01 03:00:00,2,46,1971.07
24085,2020-05-30 12:00:00,2020-06-07 18:00:00,3,27,4700.6
24086,2022-02-15 02:00:00,2022-02-25 20:00:00,2,46,868.7
24087,2020-09-19 10:00:00,2020-09-23 22:00:00,1,10,1347.27
24088,2021-02-17 00:00:00,2021-02-19 15:00:00,4,38,4863.79
24089,2020-12-30 11:00:00,2021-01-06 04:00:00,2,38,1333.39
24090,2020-10-14 00:00:00,2020-10-21 18:00:00,3,49,4217.78
24091,2020-10-17 15:00:00,2020-10-20 08:00:00,4,26,4958.73
24092,2021-07-03 05:00:00,2021-07-07 23:00:00,4,20,1944.73
24093,2020-08-25 03:00:00,2020-08-29 01:00:00,1,39,432.24
24094,2020-02-03 16:00:00,2020-02-14 07:00:00,1,35,3745.72
24095,2022-09-15 01:00:00,2022-09-29 04:00:00,3,22,1460.86
24096,2020-10-31 23:00:00,2020-11-02 19:00:00,4,18,3747.48
24097,2022-06-16 01:00:00,2022-06-19 03:00:00,4,41,1417.01
24098,2022-09-09 11:00:00,2022-09-11 00:00:00,2,12,4805.08
24099,2020-11-19 08:00:00,2020-11-22 21:00:00,3,46,1643.44
24100,2022-09-05 14:00:00,2022-09-14 14:00:00,2,29,3531.04
24101,2020-11-28 17:00:00,2020-12-01 19:00:00,4,12,2394.28
24102,2021-10-16 13:00:00,2021-10-18 19:00:00,2,36,4262.46
24103,2020-06-22 06:00:00,2020-06-26 01:00:00,4,5,2354.58
24104,2020-08-08 01:00:00,2020-08-19 17:00:00,4,1,3973.09
24105,2022-01-29 14:00:00,2022-02-06 00:00:00,2,15,2318.87
24106,2022-11-11 03:00:00,2022-11-25 22:00:00,1,42,1088.96
24107,2021-09-01 14:00:00,2021-09-16 07:00:00,1,42,3150.69
24108,2021-01-16 01:00:00,2021-01-27 02:00:00,5,3,3483.32
24109,2020-11-13 14:00:00,2020-11-22 08:00:00,3,1,637.12
24110,2022-03-31 18:00:00,2022-04-13 05:00:00,2,9,1010.71
24111,2022-11-29 03:00:00,2022-12-01 21:00:00,3,37,3835.36
24112,2020-12-16 13:00:00,2020-12-20 12:00:00,1,16,1733.35
24113,2022-04-07 06:00:00,2022-04-11 21:00:00,1,48,2436.58
24114,2022-01-08 00:00:00,2022-01-10 01:00:00,5,24,2020.03
24115,2022-06-30 13:00:00,2022-07-14 20:00:00,1,14,4859.55
24116,2021-01-16 22:00:00,2021-01-23 00:00:00,1,15,2565.31
24117,2022-12-04 13:00:00,2022-12-16 11:00:00,5,47,1347.05
24118,2020-02-27 22:00:00,2020-03-13 12:00:00,4,17,320.94
24119,2020-08-26 21:00:00,2020-09-02 07:00:00,4,27,4512.59
24120,2020-11-22 11:00:00,2020-12-05 05:00:00,4,9,3826.71
24121,2021-10-30 00:00:00,2021-11-09 06:00:00,3,48,4286.55
24122,2021-09-26 08:00:00,2021-10-02 08:00:00,4,43,2997.25
24123,2020-10-09 23:00:00,2020-10-17 04:00:00,5,24,276.24
24124,2022-01-11 00:00:00,2022-01-21 07:00:00,3,26,1324.41
24125,2021-08-25 15:00:00,2021-08-31 17:00:00,5,45,4682.93
24126,2022-01-31 06:00:00,2022-02-12 05:00:00,1,39,1843.8
24127,2022-01-11 10:00:00,2022-01-25 17:00:00,2,28,386.29
24128,2022-07-27 14:00:00,2022-08-06 00:00:00,3,31,1457.03
24129,2021-11-09 18:00:00,2021-11-10 23:00:00,4,36,2042.99
24130,2022-02-12 12:00:00,2022-02-19 05:00:00,1,43,4744.04
24131,2021-10-13 02:00:00,2021-10-22 22:00:00,4,10,626.92
24132,2021-10-08 00:00:00,2021-10-16 08:00:00,5,44,1359.17
24133,2020-02-01 01:00:00,2020-02-08 10:00:00,3,9,1332.65
24134,2022-09-19 10:00:00,2022-09-27 11:00:00,2,17,894.35
24135,2020-05-14 14:00:00,2020-05-26 00:00:00,4,50,2385.93
24136,2022-11-04 22:00:00,2022-11-07 10:00:00,4,22,627.71
24137,2022-09-25 16:00:00,2022-10-01 16:00:00,1,17,3335.85
24138,2022-08-02 14:00:00,2022-08-04 17:00:00,5,18,3956.2
24139,2022-10-30 21:00:00,2022-11-06 13:00:00,2,18,111.59
24140,2022-04-17 21:00:00,2022-04-30 00:00:00,1,43,3288.35
24141,2021-03-30 16:00:00,2021-04-08 12:00:00,2,32,3256.86
24142,2022-08-21 11:00:00,2022-08-25 03:00:00,5,44,1090.46
24143,2021-09-18 22:00:00,2021-09-26 11:00:00,2,33,2966.08
24144,2020-03-24 10:00:00,2020-04-01 08:00:00,3,15,3350.84
24145,2020-03-21 12:00:00,2020-03-31 20:00:00,4,36,1212.33
24146,2021-07-01 23:00:00,2021-07-14 18:00:00,4,9,457.57
24147,2022-08-17 01:00:00,2022-08-24 16:00:00,1,27,4968.9
24148,2021-12-11 08:00:00,2021-12-26 01:00:00,5,26,683.62
24149,2021-12-10 21:00:00,2021-12-17 21:00:00,2,14,1366.7
24150,2021-09-25 01:00:00,2021-10-01 17:00:00,1,31,3415.3
24151,2020-02-14 02:00:00,2020-02-26 17:00:00,3,16,676.88
24152,2021-12-16 17:00:00,2021-12-28 10:00:00,1,10,1762.36
24153,2022-09-22 14:00:00,2022-10-02 22:00:00,3,35,3826.83
24154,2022-08-15 11:00:00,2022-08-24 16:00:00,1,6,3211.42
24155,2021-04-22 12:00:00,2021-04-27 16:00:00,1,14,4035.39
24156,2022-09-30 02:00:00,2022-10-08 14:00:00,3,15,3218.76
24157,2020-08-18 19:00:00,2020-08-20 00:00:00,4,39,4089.66
24158,2020-11-24 02:00:00,2020-12-07 19:00:00,5,36,2130.79
24159,2022-05-16 17:00:00,2022-05-23 18:00:00,5,21,3384.73
24160,2021-12-08 09:00:00,2021-12-22 22:00:00,2,23,2375.25
24161,2022-03-30 05:00:00,2022-04-10 00:00:00,3,44,1887.69
24162,2020-10-25 18:00:00,2020-11-02 13:00:00,3,19,3043.38
24163,2022-09-28 06:00:00,2022-10-11 23:00:00,4,6,2187.82
24164,2021-09-12 21:00:00,2021-09-19 01:00:00,2,35,4707.72
24165,2020-06-03 14:00:00,2020-06-15 00:00:00,1,38,2970.37
24166,2020-07-01 20:00:00,2020-07-09 03:00:00,3,2,261.37
24167,2020-11-23 18:00:00,2020-11-26 01:00:00,4,12,3325.53
24168,2020-05-14 12:00:00,2020-05-23 17:00:00,3,26,1150.63
24169,2020-01-11 00:00:00,2020-01-19 20:00:00,4,14,4299.1
24170,2020-12-29 09:00:00,2021-01-02 18:00:00,1,47,3251.17
24171,2020-04-25 13:00:00,2020-05-03 11:00:00,4,5,1500.03
24172,2020-12-23 07:00:00,2021-01-06 00:00:00,1,46,2859.04
24173,2020-10-18 23:00:00,2020-10-31 16:00:00,3,8,589.94
24174,2020-03-13 14:00:00,2020-03-18 00:00:00,5,20,632.91
24175,2020-09-04 03:00:00,2020-09-05 17:00:00,3,27,787.97
24176,2022-05-24 15:00:00,2022-05-31 23:00:00,3,14,1445.83
24177,2022-08-07 02:00:00,2022-08-12 19:00:00,4,16,2505.65
24178,2021-02-22 07:00:00,2021-03-06 01:00:00,4,18,3797.31
24179,2020-11-02 03:00:00,2020-11-13 00:00:00,4,36,3315.3
24180,2021-07-09 11:00:00,2021-07-15 07:00:00,4,27,1359.14
24181,2022-09-11 06:00:00,2022-09-14 10:00:00,5,40,4281.07
24182,2021-03-20 23:00:00,2021-03-29 22:00:00,1,29,2398.58
24183,2020-01-30 07:00:00,2020-02-03 11:00:00,5,48,1822.06
24184,2020-09-09 00:00:00,2020-09-18 11:00:00,2,1,1052.33
24185,2020-04-18 02:00:00,2020-04-19 02:00:00,5,1,4235.5
24186,2022-08-17 02:00:00,2022-08-23 06:00:00,4,8,455.68
24187,2022-04-07 01:00:00,2022-04-13 16:00:00,1,26,1980.5
24188,2022-07-22 21:00:00,2022-07-24 15:00:00,5,1,335.41
24189,2021-02-16 06:00:00,2021-02-26 06:00:00,4,16,2425.47
24190,2020-06-28 07:00:00,2020-07-09 12:00:00,1,31,3949.05
24191,2020-07-02 06:00:00,2020-07-08 03:00:00,1,10,2192.09
24192,2020-02-19 00:00:00,2020-03-02 05:00:00,5,5,1975.39
24193,2022-04-06 12:00:00,2022-04-18 14:00:00,3,15,1896.27
24194,2022-07-21 14:00:00,2022-08-01 21:00:00,5,17,536.01
24195,2022-10-13 11:00:00,2022-10-26 16:00:00,5,28,2218.47
24196,2021-02-19 03:00:00,2021-02-28 20:00:00,1,12,4947.02
24197,2021-04-08 18:00:00,2021-04-10 16:00:00,4,25,2057.13
24198,2022-06-12 09:00:00,2022-06-18 17:00:00,1,5,3024.55
24199,2021-08-18 05:00:00,2021-08-20 15:00:00,3,45,4727.11
24200,2020-11-07 00:00:00,2020-11-11 12:00:00,1,36,1985.91
24201,2021-07-13 15:00:00,2021-07-23 06:00:00,5,47,2406.34
24202,2022-11-14 11:00:00,2022-11-19 03:00:00,1,6,4102.52
24203,2021-11-25 03:00:00,2021-12-10 02:00:00,5,40,4062.86
24204,2021-09-02 12:00:00,2021-09-09 15:00:00,2,6,1191.35
24205,2020-12-15 17:00:00,2020-12-23 05:00:00,1,36,4356.9
24206,2022-07-30 11:00:00,2022-08-14 05:00:00,4,22,4421.64
24207,2020-01-19 20:00:00,2020-02-03 00:00:00,5,21,1023.74
24208,2020-09-28 14:00:00,2020-10-02 10:00:00,2,33,1626.0
24209,2020-09-21 00:00:00,2020-09-27 22:00:00,2,31,2302.09
24210,2022-05-02 07:00:00,2022-05-13 11:00:00,5,37,3595.01
24211,2021-10-31 02:00:00,2021-11-06 04:00:00,5,14,4481.52
24212,2022-02-14 19:00:00,2022-02-22 02:00:00,5,11,2742.95
24213,2022-09-07 08:00:00,2022-09-15 18:00:00,2,49,2206.73
24214,2022-11-02 14:00:00,2022-11-13 18:00:00,5,14,3029.35
24215,2022-07-04 21:00:00,2022-07-17 16:00:00,3,5,571.26
24216,2022-11-12 08:00:00,2022-11-22 14:00:00,1,11,3702.16
24217,2022-09-26 02:00:00,2022-10-05 01:00:00,5,42,779.35
24218,2020-09-20 09:00:00,2020-09-27 16:00:00,4,9,4591.14
24219,2020-10-18 05:00:00,2020-10-31 15:00:00,3,3,281.48
24220,2020-12-18 17:00:00,2020-12-29 09:00:00,2,16,622.63
24221,2020-07-19 18:00:00,2020-07-24 20:00:00,5,4,3041.42
24222,2020-08-04 11:00:00,2020-08-10 11:00:00,1,24,241.48
24223,2022-11-19 19:00:00,2022-11-26 02:00:00,5,2,2267.09
24224,2022-01-02 07:00:00,2022-01-06 09:00:00,3,20,4022.83
24225,2020-10-04 02:00:00,2020-10-11 07:00:00,4,36,422.01
24226,2022-02-14 13:00:00,2022-02-18 19:00:00,1,5,4120.91
24227,2020-12-27 12:00:00,2021-01-04 01:00:00,2,32,4523.24
24228,2021-08-20 00:00:00,2021-08-29 14:00:00,2,32,2928.97
24229,2020-09-24 22:00:00,2020-09-30 03:00:00,3,37,1384.43
24230,2021-05-03 06:00:00,2021-05-05 03:00:00,3,25,4199.41
24231,2022-12-11 19:00:00,2022-12-22 18:00:00,1,50,2802.55
24232,2022-11-16 12:00:00,2022-12-01 07:00:00,5,16,3884.4
24233,2021-12-27 12:00:00,2021-12-31 23:00:00,1,30,855.1
24234,2020-07-18 19:00:00,2020-07-25 08:00:00,2,39,4793.92
24235,2021-11-08 11:00:00,2021-11-22 01:00:00,4,29,1552.05
24236,2022-09-18 23:00:00,2022-10-02 13:00:00,2,15,390.23
24237,2021-08-08 02:00:00,2021-08-18 07:00:00,2,33,126.05
24238,2022-10-08 16:00:00,2022-10-22 11:00:00,4,4,3276.56
24239,2020-04-28 22:00:00,2020-05-12 13:00:00,3,5,1692.92
24240,2020-04-30 09:00:00,2020-05-11 14:00:00,3,43,769.11
24241,2021-05-28 18:00:00,2021-05-31 18:00:00,2,43,2237.98
24242,2020-04-06 10:00:00,2020-04-10 01:00:00,2,4,839.01
24243,2021-02-11 15:00:00,2021-02-21 14:00:00,4,15,3283.15
24244,2021-12-29 14:00:00,2022-01-01 20:00:00,5,38,2592.07
24245,2021-09-25 03:00:00,2021-10-02 00:00:00,3,4,1353.69
24246,2021-10-08 19:00:00,2021-10-10 11:00:00,1,44,2291.98
24247,2021-09-14 04:00:00,2021-09-26 04:00:00,5,35,4524.91
24248,2022-03-02 19:00:00,2022-03-08 14:00:00,2,9,726.45
24249,2021-02-17 03:00:00,2021-02-23 17:00:00,2,1,4315.08
24250,2022-03-16 02:00:00,2022-03-27 08:00:00,4,6,2817.82
24251,2021-06-11 05:00:00,2021-06-20 13:00:00,2,17,401.31
24252,2021-05-23 07:00:00,2021-06-05 23:00:00,2,32,3175.59
24253,2020-05-16 01:00:00,2020-05-21 10:00:00,1,19,3963.5
24254,2022-03-24 07:00:00,2022-03-25 16:00:00,1,29,1272.31
24255,2020-12-21 04:00:00,2020-12-30 13:00:00,2,27,1432.7
24256,2020-06-19 05:00:00,2020-06-20 21:00:00,1,43,3132.68
24257,2021-10-17 13:00:00,2021-10-25 12:00:00,5,33,3850.4
24258,2022-01-31 11:00:00,2022-02-10 00:00:00,4,47,4317.07
24259,2020-02-19 23:00:00,2020-02-27 00:00:00,5,44,2326.43
24260,2022-12-16 22:00:00,2022-12-25 17:00:00,2,16,1874.28
24261,2020-12-07 18:00:00,2020-12-17 22:00:00,5,27,3214.69
24262,2021-11-18 12:00:00,2021-11-21 17:00:00,4,19,3166.55
24263,2022-01-21 00:00:00,2022-02-01 02:00:00,2,2,4671.98
24264,2020-11-08 03:00:00,2020-11-10 09:00:00,4,20,1450.43
24265,2020-03-10 21:00:00,2020-03-17 10:00:00,5,29,4652.52
24266,2021-04-17 23:00:00,2021-04-20 08:00:00,2,3,2977.09
24267,2020-11-07 18:00:00,2020-11-09 00:00:00,4,38,2740.61
24268,2022-11-22 20:00:00,2022-12-07 01:00:00,3,25,1771.56
24269,2020-07-12 07:00:00,2020-07-27 01:00:00,4,44,2703.35
24270,2022-10-12 08:00:00,2022-10-22 17:00:00,5,7,4486.75
24271,2021-03-11 06:00:00,2021-03-21 13:00:00,2,32,4990.82
24272,2020-04-01 19:00:00,2020-04-12 11:00:00,4,13,3281.7
24273,2020-09-21 21:00:00,2020-10-04 06:00:00,4,12,1108.54
24274,2021-10-01 09:00:00,2021-10-09 00:00:00,3,46,2218.1
24275,2022-12-07 17:00:00,2022-12-12 12:00:00,2,37,765.01
24276,2021-01-13 07:00:00,2021-01-24 19:00:00,4,19,1107.9
24277,2021-03-30 07:00:00,2021-04-05 18:00:00,5,40,464.09
24278,2021-05-15 11:00:00,2021-05-18 12:00:00,4,38,2324.84
24279,2021-01-18 23:00:00,2021-01-30 21:00:00,3,1,1715.02
24280,2020-05-19 15:00:00,2020-06-01 14:00:00,4,10,1595.75
24281,2020-08-31 03:00:00,2020-09-01 19:00:00,1,4,2908.62
24282,2022-08-25 11:00:00,2022-09-08 16:00:00,1,19,2592.09
24283,2022-06-10 05:00:00,2022-06-11 05:00:00,4,16,629.0
24284,2021-05-20 12:00:00,2021-05-30 15:00:00,2,12,799.75
24285,2020-08-09 02:00:00,2020-08-14 11:00:00,3,45,149.65
24286,2022-01-05 14:00:00,2022-01-16 09:00:00,3,20,763.47
24287,2022-10-26 23:00:00,2022-11-02 04:00:00,4,50,3324.49
24288,2020-09-25 23:00:00,2020-09-27 06:00:00,2,46,4515.56
24289,2022-03-19 21:00:00,2022-03-25 04:00:00,2,30,4748.06
24290,2020-11-10 12:00:00,2020-11-19 19:00:00,4,17,4362.17
24291,2021-04-10 16:00:00,2021-04-15 21:00:00,1,5,3502.03
24292,2022-07-27 15:00:00,2022-08-01 19:00:00,3,9,4574.43
24293,2020-04-04 19:00:00,2020-04-17 04:00:00,5,3,2168.99
24294,2021-01-03 20:00:00,2021-01-10 00:00:00,1,36,493.33
24295,2020-08-18 10:00:00,2020-08-27 18:00:00,5,6,3815.82
24296,2021-06-03 08:00:00,2021-06-10 21:00:00,5,40,621.03
24297,2021-09-28 15:00:00,2021-10-11 02:00:00,1,17,1411.61
24298,2022-09-09 04:00:00,2022-09-17 21:00:00,4,16,3035.65
24299,2020-06-18 03:00:00,2020-06-20 03:00:00,1,48,1321.82
24300,2021-07-06 01:00:00,2021-07-10 00:00:00,4,7,1873.41
24301,2020-02-16 15:00:00,2020-02-21 18:00:00,4,26,1859.42
24302,2022-03-29 08:00:00,2022-04-09 19:00:00,5,32,1379.6
24303,2021-04-07 01:00:00,2021-04-11 06:00:00,2,27,131.72
24304,2022-04-04 22:00:00,2022-04-15 05:00:00,3,30,588.24
24305,2022-08-11 03:00:00,2022-08-15 22:00:00,4,43,506.6
24306,2020-06-23 03:00:00,2020-06-26 17:00:00,1,6,1446.55
24307,2020-02-01 19:00:00,2020-02-10 07:00:00,5,44,679.9
24308,2020-07-03 08:00:00,2020-07-07 09:00:00,2,34,2066.26
24309,2020-04-14 17:00:00,2020-04-20 03:00:00,5,49,4820.54
24310,2021-10-01 21:00:00,2021-10-16 10:00:00,5,20,1322.55
24311,2020-10-04 22:00:00,2020-10-09 01:00:00,1,17,1820.66
24312,2021-09-14 21:00:00,2021-09-22 17:00:00,2,30,994.74
24313,2022-04-16 22:00:00,2022-04-24 04:00:00,2,24,2603.98
24314,2022-04-01 00:00:00,2022-04-09 03:00:00,3,17,3152.11
24315,2021-06-20 11:00:00,2021-06-26 02:00:00,3,6,2945.34
24316,2022-10-27 09:00:00,2022-10-30 12:00:00,1,46,583.03
24317,2020-07-27 05:00:00,2020-07-30 13:00:00,1,35,3528.1
24318,2022-04-16 15:00:00,2022-04-18 03:00:00,3,16,1148.67
24319,2020-11-09 11:00:00,2020-11-19 14:00:00,1,6,3570.76
24320,2020-10-17 23:00:00,2020-10-24 04:00:00,4,45,3259.49
24321,2020-01-19 11:00:00,2020-01-30 16:00:00,2,32,106.54
24322,2021-07-16 16:00:00,2021-07-26 08:00:00,5,20,2504.4
24323,2022-12-11 02:00:00,2022-12-15 00:00:00,3,36,4506.14
24324,2022-10-18 20:00:00,2022-10-30 21:00:00,5,41,2751.29
24325,2022-04-07 14:00:00,2022-04-16 20:00:00,4,21,2148.32
24326,2022-03-05 14:00:00,2022-03-12 15:00:00,5,43,981.19
24327,2021-09-12 13:00:00,2021-09-18 04:00:00,1,42,1807.31
24328,2021-06-19 09:00:00,2021-06-28 00:00:00,1,7,2830.86
24329,2021-10-09 17:00:00,2021-10-12 07:00:00,1,35,3407.59
24330,2021-12-08 18:00:00,2021-12-10 14:00:00,3,9,3987.2
24331,2020-09-06 01:00:00,2020-09-17 12:00:00,1,18,3801.25
24332,2021-10-09 14:00:00,2021-10-17 23:00:00,3,33,4326.2
24333,2021-05-15 05:00:00,2021-05-21 11:00:00,5,46,1986.29
24334,2022-11-09 20:00:00,2022-11-21 09:00:00,3,42,3447.57
24335,2020-01-09 18:00:00,2020-01-22 00:00:00,1,28,3356.14
24336,2020-06-08 06:00:00,2020-06-17 17:00:00,4,25,1394.47
24337,2021-05-10 03:00:00,2021-05-20 23:00:00,3,43,576.67
24338,2020-02-02 23:00:00,2020-02-05 09:00:00,2,23,3912.36
24339,2020-01-02 13:00:00,2020-01-11 01:00:00,1,41,1121.99
24340,2020-05-18 09:00:00,2020-05-22 00:00:00,2,31,3630.2
24341,2021-04-12 07:00:00,2021-04-20 02:00:00,5,46,3898.3
24342,2021-04-17 17:00:00,2021-04-30 15:00:00,3,40,3313.64
24343,2021-07-04 04:00:00,2021-07-09 03:00:00,3,13,4345.91
24344,2022-09-09 09:00:00,2022-09-11 09:00:00,4,38,4306.06
24345,2021-08-17 22:00:00,2021-08-28 16:00:00,5,46,388.25
24346,2020-11-16 11:00:00,2020-11-22 16:00:00,5,31,1044.8
24347,2021-12-16 12:00:00,2021-12-28 10:00:00,2,15,635.97
24348,2021-04-03 19:00:00,2021-04-08 10:00:00,1,23,4105.11
24349,2020-02-04 21:00:00,2020-02-10 19:00:00,2,4,1432.98
24350,2022-05-18 16:00:00,2022-05-21 16:00:00,2,19,296.28
24351,2021-07-02 05:00:00,2021-07-14 20:00:00,3,2,3942.14
24352,2021-08-26 07:00:00,2021-09-04 16:00:00,1,28,1354.32
24353,2020-07-22 09:00:00,2020-07-28 06:00:00,5,19,3227.64
24354,2021-04-18 17:00:00,2021-04-24 14:00:00,1,45,317.51
24355,2020-05-11 02:00:00,2020-05-14 06:00:00,4,2,973.32
24356,2021-08-28 03:00:00,2021-08-31 15:00:00,5,49,1308.21
24357,2020-01-21 20:00:00,2020-01-23 05:00:00,2,33,1700.33
