past_tr_id,past_tr_departure,past_tr_return,past_tr_dest_count,past_tr_participants,past_tr_revenue
31425,2020-01-31 23:00:00,2020-02-05 09:00:00,1,8,2322.37
31426,2020-05-26 14:00:00,2020-06-02 11:00:00,4,19,1756.68
31427,2020-05-02 21:00:00,2020-05-17 09:00:00,4,12,1391.86
31428,2020-06-14 00:00:00,2020-06-25 11:00:00,4,40,3216.84
31429,2022-11-18 20:00:00,2022-11-25 11:00:00,2,4,1047.16
31430,2020-02-13 18:00:00,2020-02-19 08:00:00,3,50,1672.02
31431,2022-08-26 02:00:00,2022-09-05 16:00:00,5,35,1032.52
31432,2021-04-15 00:00:00,2021-04-17 04:00:00,1,13,2063.8
31433,2021-08-07 03:00:00,2021-08-11 02:00:00,4,21,4766.12
31434,2022-09-11 06:00:00,2022-09-15 01:00:00,4,38,2565.43
31435,2022-12-07 10:00:00,2022-12-09 08:00:00,1,8,4505.1
31436,2020-04-27 05:00:00,2020-05-09 22:00:00,1,21,3093.23
31437,2020-09-10 07:00:00,2020-09-14 12:00:00,3,6,2527.23
31438,2021-11-18 04:00:00,2021-11-25 12:00:00,1,31,592.0
31439,2020-02-28 07:00:00,2020-03-13 10:00:00,5,36,1570.5
31440,2020-04-16 07:00:00,2020-04-25 17:00:00,2,36,2155.32
31441,2021-01-10 09:00:00,2021-01-24 00:00:00,2,42,4099.29
31442,2021-04-26 07:00:00,2021-04-29 20:00:00,2,24,2789.5
31443,2021-01-19 18:00:00,2021-01-23 15:00:00,4,44,4551.13
31444,2022-03-07 17:00:00,2022-03-16 13:00:00,5,11,1860.26
31445,2021-09-23 14:00:00,2021-09-24 18:00:00,3,12,4613.79
31446,2021-06-17 22:00:00,2021-06-26 16:00:00,2,30,4874.18
31447,2021-12-30 14:00:00,2022-01-01 01:00:00,4,39,4313.21
31448,2021-11-23 02:00:00,2021-11-28 01:00:00,3,17,3694.97
31449,2022-01-17 13:00:00,2022-01-22 23:00:00,4,25,2684.02
31450,2022-05-03 10:00:00,2022-05-16 20:00:00,1,7,2508.03
31451,2020-08-25 21:00:00,2020-08-27 00:00:00,1,19,2470.47
31452,2022-01-10 11:00:00,2022-01-24 03:00:00,5,46,4410.49
31453,2021-03-30 03:00:00,2021-04-12 04:00:00,1,14,2846.87
31454,2021-09-19 13:00:00,2021-09-25 01:00:00,3,3,4278.37
31455,2022-01-25 16:00:00,2022-01-27 06:00:00,1,21,3015.25
31456,2021-12-09 19:00:00,2021-12-24 18:00:00,5,35,3793.59
31457,2022-03-16 01:00:00,2022-03-20 04:00:00,2,9,4202.17
31458,2022-10-25 23:00:00,2022-11-01 14:00:00,1,42,4040.44
31459,2022-01-30 10:00:00,2022-02-03 14:00:00,5,15,3498.61
31460,2021-03-18 21:00:00,2021-03-28 16:00:00,4,40,247.66
31461,2022-07-06 00:00:00,2022-07-20 05:00:00,4,29,4866.54
31462,2020-03-09 08:00:00,2020-03-15 18:00:00,3,35,3028.1
31463,2022-09-26 20:00:00,2022-10-07 02:00:00,3,17,1504.27
31464,2022-04-20 02:00:00,2022-04-21 05:00:00,2,42,2210.14
31465,2020-10-31 03:00:00,2020-11-14 10:00:00,2,15,4019.49
31466,2021-03-01 04:00:00,2021-03-12 19:00:00,4,45,3772.09
31467,2020-08-13 14:00:00,2020-08-14 20:00:00,2,43,1544.07
31468,2022-03-04 22:00:00,2022-03-12 15:00:00,3,4,4189.36
31469,2022-10-10 12:00:00,2022-10-19 04:00:00,1,37,3457.2
31470,2021-05-05 15:00:00,2021-05-18 20:00:00,4,13,1769.77
31471,2022-10-13 00:00:00,2022-10-27 21:00:00,3,50,687.4
31472,2022-01-09 09:00:00,2022-01-17 18:00:00,3,17,417.84
31473,2021-05-10 08:00:00,2021-05-24 15:00:00,1,27,4222.69
31474,2021-01-16 12:00:00,2021-01-25 07:00:00,1,46,2685.21
31475,2020-06-14 07:00:00,2020-06-28 13:00:00,3,8,3613.34
31476,2021-11-29 10:00:00,2021-12-02 10:00:00,5,1,4728.11
31477,2021-03-25 07:00:00,2021-03-27 04:00:00,2,11,612.89
31478,2022-10-13 08:00:00,2022-10-17 01:00:00,5,18,4360.26
31479,2022-02-08 19:00:00,2022-02-16 03:00:00,2,16,2678.39
31480,2020-03-01 17:00:00,2020-03-03 18:00:00,1,40,2902.95
31481,2020-11-14 20:00:00,2020-11-20 16:00:00,4,40,1675.06
31482,2021-10-17 13:00:00,2021-10-25 19:00:00,5,10,2299.92
31483,2022-06-30 14:00:00,2022-07-01 20:00:00,4,47,3777.65
31484,2020-02-20 10:00:00,2020-03-04 21:00:00,3,20,411.43
31485,2021-05-06 06:00:00,2021-05-15 12:00:00,4,4,3450.68
31486,2022-01-13 06:00:00,2022-01-22 11:00:00,1,21,4301.1
31487,2021-08-27 17:00:00,2021-09-05 23:00:00,4,30,2086.24
31488,2020-04-21 16:00:00,2020-05-01 00:00:00,4,12,4164.39
31489,2020-05-07 04:00:00,2020-05-16 15:00:00,5,41,2942.22
31490,2021-05-21 03:00:00,2021-05-27 17:00:00,1,15,3035.33
31491,2020-12-16 02:00:00,2020-12-28 06:00:00,5,9,3305.84
31492,2021-11-01 19:00:00,2021-11-09 12:00:00,1,11,2346.07
31493,2020-09-08 21:00:00,2020-09-11 22:00:00,5,35,3413.69
31494,2021-11-26 03:00:00,2021-12-03 16:00:00,4,46,120.56
31495,2020-08-12 04:00:00,2020-08-26 03:00:00,1,19,980.52
31496,2020-12-31 04:00:00,2021-01-01 19:00:00,5,15,323.41
31497,2020-08-09 17:00:00,2020-08-24 06:00:00,1,13,3170.28
31498,2020-12-08 03:00:00,2020-12-12 00:00:00,4,26,3179.06
31499,2021-08-21 01:00:00,2021-08-27 13:00:00,2,16,107.2
31500,2022-10-14 03:00:00,2022-10-19 01:00:00,3,13,935.32
31501,2020-05-22 08:00:00,2020-06-03 23:00:00,5,40,1181.29
31502,2020-08-26 15:00:00,2020-09-01 11:00:00,1,43,3486.98
31503,2021-12-02 04:00:00,2021-12-12 20:00:00,4,10,641.3
31504,2022-04-08 08:00:00,2022-04-17 07:00:00,3,36,2478.38
31505,2022-12-20 09:00:00,2022-12-23 21:00:00,3,11,3336.89
31506,2020-04-22 03:00:00,2020-05-03 01:00:00,2,14,224.4
31507,2021-08-15 18:00:00,2021-08-24 23:00:00,1,46,468.36
31508,2022-10-18 19:00:00,2022-10-27 01:00:00,1,32,3555.97
31509,2020-04-11 17:00:00,2020-04-18 18:00:00,4,48,2413.28
31510,2020-07-28 21:00:00,2020-08-01 02:00:00,5,6,1921.56
31511,2021-06-28 04:00:00,2021-07-04 18:00:00,5,21,3746.99
31512,2022-12-16 18:00:00,2022-12-31 10:00:00,5,20,1068.51
31513,2020-10-19 12:00:00,2020-10-29 15:00:00,4,34,3755.61
31514,2022-09-08 20:00:00,2022-09-09 22:00:00,2,1,2830.85
31515,2022-06-22 01:00:00,2022-07-02 13:00:00,2,29,2441.51
31516,2022-09-27 03:00:00,2022-09-30 22:00:00,4,17,1990.03
31517,2020-10-03 18:00:00,2020-10-15 18:00:00,3,21,4332.88
31518,2022-07-25 14:00:00,2022-07-27 14:00:00,3,49,775.47
31519,2021-12-23 10:00:00,2022-01-04 12:00:00,3,22,1598.17
31520,2021-10-17 15:00:00,2021-10-27 07:00:00,5,9,4841.05
31521,2022-10-31 07:00:00,2022-11-08 16:00:00,1,12,1441.45
31522,2020-02-18 21:00:00,2020-02-24 14:00:00,5,7,1781.87
31523,2022-04-29 19:00:00,2022-05-05 12:00:00,4,20,1426.9
31524,2022-11-08 05:00:00,2022-11-09 11:00:00,5,14,3947.96
31525,2022-07-16 04:00:00,2022-07-26 02:00:00,5,28,647.25
31526,2022-04-07 08:00:00,2022-04-18 11:00:00,4,12,3043.76
31527,2022-09-08 04:00:00,2022-09-13 05:00:00,1,33,1611.98
31528,2022-10-30 19:00:00,2022-11-02 17:00:00,1,8,690.13
31529,2022-05-08 08:00:00,2022-05-18 02:00:00,4,8,2759.31
31530,2021-06-11 22:00:00,2021-06-18 01:00:00,5,10,1015.91
31531,2021-04-26 14:00:00,2021-04-27 18:00:00,5,25,4984.67
31532,2022-06-14 15:00:00,2022-06-24 18:00:00,2,39,4520.99
31533,2021-09-09 23:00:00,2021-09-18 05:00:00,3,38,1230.2
31534,2021-12-27 18:00:00,2021-12-30 04:00:00,1,29,350.47
31535,2021-05-19 23:00:00,2021-05-22 16:00:00,4,35,2499.44
31536,2022-04-02 01:00:00,2022-04-15 13:00:00,3,32,4221.89
31537,2022-06-09 03:00:00,2022-06-12 21:00:00,3,49,364.74
31538,2021-06-15 19:00:00,2021-06-25 23:00:00,4,1,1841.74
31539,2020-12-20 12:00:00,2021-01-03 10:00:00,1,9,654.71
31540,2021-03-04 05:00:00,2021-03-13 05:00:00,2,31,1510.34
31541,2022-05-22 15:00:00,2022-05-28 15:00:00,5,8,1947.16
31542,2020-04-14 11:00:00,2020-04-16 08:00:00,4,5,2467.84
31543,2021-05-31 16:00:00,2021-06-06 21:00:00,5,27,4226.61
31544,2022-04-02 18:00:00,2022-04-08 11:00:00,1,19,116.11
31545,2021-09-14 16:00:00,2021-09-28 05:00:00,1,14,3652.16
31546,2022-08-16 16:00:00,2022-08-19 03:00:00,3,28,3669.95
31547,2021-02-14 21:00:00,2021-02-20 03:00:00,2,17,1895.3
31548,2020-10-23 21:00:00,2020-11-01 04:00:00,4,36,3524.61
31549,2021-03-05 04:00:00,2021-03-12 15:00:00,4,17,1389.94
31550,2022-10-03 03:00:00,2022-10-09 03:00:00,5,41,3442.59
31551,2022-08-31 18:00:00,2022-09-14 22:00:00,5,2,4836.02
31552,2021-04-18 14:00:00,2021-04-28 22:00:00,4,34,1918.91
31553,2020-02-20 23:00:00,2020-02-28 08:00:00,5,43,4998.32
31554,2020-09-25 20:00:00,2020-10-01 20:00:00,4,18,4841.31
31555,2022-07-13 02:00:00,2022-07-18 17:00:00,1,37,101.01
31556,2020-10-31 06:00:00,2020-11-01 08:00:00,4,49,1342.21
31557,2020-10-14 22:00:00,2020-10-19 04:00:00,1,16,2845.39
31558,2020-06-17 01:00:00,2020-06-21 08:00:00,1,29,4492.34
31559,2021-11-21 19:00:00,2021-11-25 04:00:00,2,46,574.85
31560,2020-05-27 10:00:00,2020-06-11 06:00:00,1,46,670.26
31561,2021-08-09 22:00:00,2021-08-14 01:00:00,3,5,4765.17
31562,2022-08-21 18:00:00,2022-08-30 11:00:00,3,20,155.0
31563,2022-07-29 10:00:00,2022-08-13 06:00:00,1,49,953.95
31564,2021-04-18 05:00:00,2021-04-30 04:00:00,3,1,1484.21
31565,2020-11-18 02:00:00,2020-11-28 22:00:00,1,37,4675.67
31566,2020-06-27 12:00:00,2020-07-05 17:00:00,1,29,3807.55
31567,2021-01-01 15:00:00,2021-01-12 06:00:00,4,43,908.64
31568,2022-03-08 13:00:00,2022-03-19 13:00:00,2,8,1219.71
31569,2020-04-23 02:00:00,2020-04-24 06:00:00,2,27,126.93
31570,2021-03-07 23:00:00,2021-03-09 08:00:00,3,26,1888.46
31571,2022-01-12 09:00:00,2022-01-25 12:00:00,1,45,4826.86
31572,2021-04-16 15:00:00,2021-04-23 11:00:00,5,46,1138.48
31573,2020-11-06 18:00:00,2020-11-11 12:00:00,3,26,1348.51
31574,2021-02-10 23:00:00,2021-02-18 10:00:00,1,20,2328.55
31575,2022-02-26 07:00:00,2022-02-28 04:00:00,1,43,2800.3
31576,2020-06-20 20:00:00,2020-06-27 20:00:00,2,10,1160.8
31577,2021-01-09 07:00:00,2021-01-15 23:00:00,2,36,2982.91
31578,2022-07-19 22:00:00,2022-07-28 19:00:00,4,40,3405.34
31579,2022-06-14 01:00:00,2022-06-24 03:00:00,4,33,2391.43
31580,2020-07-02 16:00:00,2020-07-07 23:00:00,4,29,366.55
31581,2020-12-18 04:00:00,2020-12-27 03:00:00,5,6,4441.16
31582,2021-05-30 16:00:00,2021-06-11 13:00:00,1,32,2352.04
31583,2020-12-07 03:00:00,2020-12-10 03:00:00,1,10,742.23
31584,2021-03-19 18:00:00,2021-03-24 22:00:00,3,18,2466.77
31585,2022-04-14 14:00:00,2022-04-27 11:00:00,1,4,1196.83
31586,2022-06-20 16:00:00,2022-06-29 08:00:00,4,7,161.46
31587,2020-07-31 19:00:00,2020-08-05 22:00:00,1,46,1396.26
31588,2021-02-09 01:00:00,2021-02-14 01:00:00,5,25,2820.73
31589,2020-02-12 02:00:00,2020-02-23 08:00:00,2,1,3564.42
31590,2021-10-07 04:00:00,2021-10-14 18:00:00,3,21,1330.79
31591,2021-12-27 08:00:00,2022-01-03 12:00:00,4,16,4694.03
31592,2020-11-23 05:00:00,2020-12-05 19:00:00,5,12,241.93
31593,2022-05-14 20:00:00,2022-05-27 09:00:00,2,1,2382.67
31594,2020-08-30 03:00:00,2020-09-03 23:00:00,3,11,1504.76
31595,2021-03-21 06:00:00,2021-03-26 13:00:00,4,26,3699.17
31596,2022-12-28 11:00:00,2023-01-10 16:00:00,5,32,2909.22
31597,2020-03-10 01:00:00,2020-03-17 14:00:00,1,8,2424.0
31598,2020-03-23 17:00:00,2020-03-30 04:00:00,1,24,4767.44
31599,2022-05-31 17:00:00,2022-06-04 09:00:00,2,43,1434.93
31600,2022-03-21 01:00:00,2022-04-03 19:00:00,2,5,2862.23
31601,2021-11-28 07:00:00,2021-11-29 16:00:00,5,4,3835.59
31602,2022-05-24 18:00:00,2022-06-03 05:00:00,4,46,235.67
31603,2021-11-11 13:00:00,2021-11-17 19:00:00,2,39,2249.95
31604,2020-01-30 00:00:00,2020-02-07 12:00:00,4,30,727.96
31605,2021-04-13 05:00:00,2021-04-28 04:00:00,2,23,3328.4
31606,2021-09-24 19:00:00,2021-10-07 18:00:00,4,27,4451.06
31607,2020-10-07 14:00:00,2020-10-18 18:00:00,4,45,314.18
31608,2020-02-10 16:00:00,2020-02-12 09:00:00,1,41,531.65
31609,2020-11-23 07:00:00,2020-11-25 00:00:00,2,3,102.48
31610,2021-12-17 12:00:00,2021-12-20 23:00:00,5,8,2912.62
31611,2020-05-12 15:00:00,2020-05-22 02:00:00,4,17,3596.4
31612,2022-09-21 23:00:00,2022-09-29 10:00:00,2,42,3171.67
31613,2021-04-16 04:00:00,2021-04-26 14:00:00,4,4,359.1
31614,2022-07-23 19:00:00,2022-08-06 08:00:00,1,4,2000.55
31615,2021-02-19 10:00:00,2021-02-25 08:00:00,3,15,4688.54
31616,2020-09-11 19:00:00,2020-09-19 14:00:00,3,22,4555.09
31617,2021-12-04 01:00:00,2021-12-11 21:00:00,1,45,2526.82
31618,2021-06-11 15:00:00,2021-06-16 21:00:00,3,19,3505.24
31619,2021-05-30 10:00:00,2021-06-12 08:00:00,3,46,3489.76
31620,2022-02-07 03:00:00,2022-02-14 10:00:00,1,39,681.22
31621,2022-06-26 03:00:00,2022-07-02 22:00:00,1,36,2325.83
31622,2020-12-30 23:00:00,2021-01-10 06:00:00,2,19,4209.11
31623,2022-09-19 18:00:00,2022-09-23 14:00:00,4,34,4723.6
31624,2022-12-27 08:00:00,2023-01-02 04:00:00,5,25,3072.02
31625,2020-11-29 05:00:00,2020-12-05 09:00:00,4,32,105.54
31626,2022-01-10 09:00:00,2022-01-23 00:00:00,2,50,2423.07
31627,2020-07-21 00:00:00,2020-08-01 08:00:00,3,11,3668.04
31628,2022-01-31 13:00:00,2022-02-15 04:00:00,1,1,2865.56
31629,2022-03-13 17:00:00,2022-03-23 00:00:00,5,29,1053.65
31630,2022-11-18 10:00:00,2022-11-26 22:00:00,4,17,1132.06
31631,2022-01-26 17:00:00,2022-01-29 00:00:00,2,35,2274.59
31632,2021-10-10 21:00:00,2021-10-12 07:00:00,4,2,4994.26
31633,2020-04-15 02:00:00,2020-04-28 12:00:00,5,27,3698.95
31634,2020-02-12 11:00:00,2020-02-15 17:00:00,3,2,2879.7
31635,2020-12-16 06:00:00,2020-12-24 09:00:00,3,17,222.81
31636,2022-11-26 07:00:00,2022-11-30 13:00:00,4,23,3684.21
31637,2020-12-04 20:00:00,2020-12-06 13:00:00,2,46,2401.97
31638,2020-01-12 03:00:00,2020-01-19 22:00:00,1,34,185.58
31639,2020-04-13 07:00:00,2020-04-23 13:00:00,5,32,2450.39
31640,2020-01-14 09:00:00,2020-01-23 02:00:00,2,45,3257.64
31641,2021-11-21 21:00:00,2021-11-29 05:00:00,5,49,3282.34
31642,2022-05-31 07:00:00,2022-06-09 16:00:00,3,45,975.4
31643,2020-12-15 14:00:00,2020-12-28 13:00:00,3,13,1512.31
31644,2022-04-21 18:00:00,2022-04-24 20:00:00,5,14,4307.68
31645,2021-12-01 12:00:00,2021-12-06 23:00:00,2,12,2495.75
31646,2022-04-24 13:00:00,2022-04-25 17:00:00,5,27,2909.07
31647,2022-07-25 22:00:00,2022-08-08 00:00:00,2,23,172.63
31648,2020-05-06 13:00:00,2020-05-17 00:00:00,1,2,1142.26
31649,2020-04-05 09:00:00,2020-04-19 20:00:00,5,6,1203.52
31650,2020-08-26 07:00:00,2020-09-08 22:00:00,1,34,2551.52
31651,2022-11-03 08:00:00,2022-11-11 03:00:00,5,20,694.0
31652,2021-04-21 00:00:00,2021-05-03 11:00:00,2,50,2397.47
31653,2021-10-13 09:00:00,2021-10-27 20:00:00,4,16,2162.35
31654,2021-08-01 09:00:00,2021-08-11 01:00:00,1,2,989.13
31655,2022-12-29 01:00:00,2023-01-04 04:00:00,3,46,2058.54
31656,2020-07-14 06:00:00,2020-07-26 19:00:00,1,9,4550.63
31657,2021-12-01 05:00:00,2021-12-03 23:00:00,5,3,3312.96
31658,2021-06-16 11:00:00,2021-06-20 23:00:00,4,22,4280.22
31659,2022-06-01 07:00:00,2022-06-08 20:00:00,1,45,2545.26
31660,2022-07-09 21:00:00,2022-07-18 04:00:00,3,16,823.98
31661,2022-11-25 18:00:00,2022-11-27 11:00:00,2,44,3495.71
31662,2021-04-21 13:00:00,2021-04-27 04:00:00,3,41,4720.33
31663,2022-11-25 03:00:00,2022-12-05 05:00:00,5,6,3437.03
31664,2022-09-03 13:00:00,2022-09-10 17:00:00,3,32,4076.93
31665,2022-08-24 18:00:00,2022-09-06 16:00:00,1,29,1445.16
31666,2022-10-25 13:00:00,2022-10-29 09:00:00,1,46,3008.92
31667,2022-09-05 15:00:00,2022-09-14 03:00:00,2,48,2534.9
31668,2020-11-29 23:00:00,2020-12-09 18:00:00,1,9,1987.06
31669,2022-11-24 13:00:00,2022-12-07 06:00:00,5,15,1111.35
31670,2020-03-30 08:00:00,2020-04-12 18:00:00,4,44,2983.77
31671,2021-08-02 05:00:00,2021-08-10 23:00:00,2,48,3118.81
31672,2020-11-06 00:00:00,2020-11-14 00:00:00,1,12,377.08
31673,2022-12-27 14:00:00,2023-01-04 16:00:00,2,14,1044.82
31674,2022-06-08 05:00:00,2022-06-20 14:00:00,2,30,3180.37
31675,2022-11-02 04:00:00,2022-11-12 09:00:00,4,8,2424.57
31676,2021-05-20 05:00:00,2021-05-22 23:00:00,2,30,186.43
31677,2022-02-09 18:00:00,2022-02-15 18:00:00,5,17,4598.71
31678,2022-11-03 11:00:00,2022-11-06 16:00:00,1,46,4987.32
31679,2022-11-09 00:00:00,2022-11-23 17:00:00,1,12,1354.14
31680,2022-08-30 20:00:00,2022-09-07 13:00:00,2,37,3429.57
31681,2021-08-25 00:00:00,2021-08-27 19:00:00,4,16,1304.08
31682,2022-09-21 00:00:00,2022-09-29 02:00:00,1,6,4193.46
31683,2020-08-08 22:00:00,2020-08-19 13:00:00,3,23,1479.42
31684,2020-08-11 18:00:00,2020-08-17 09:00:00,1,1,2393.3
31685,2022-05-19 17:00:00,2022-05-24 17:00:00,2,14,3832.41
31686,2020-12-13 01:00:00,2020-12-24 09:00:00,5,20,4958.57
31687,2020-04-03 05:00:00,2020-04-12 16:00:00,1,9,1131.16
31688,2022-12-19 14:00:00,2022-12-25 02:00:00,3,45,745.33
31689,2022-11-26 12:00:00,2022-11-30 17:00:00,5,46,4633.24
31690,2020-06-01 19:00:00,2020-06-10 17:00:00,5,25,2839.16
31691,2021-11-26 15:00:00,2021-11-28 00:00:00,2,27,2016.49
31692,2022-12-02 07:00:00,2022-12-12 05:00:00,1,38,4809.01
31693,2021-08-22 17:00:00,2021-08-24 03:00:00,4,33,773.71
31694,2021-08-18 19:00:00,2021-08-21 21:00:00,4,22,819.01
31695,2020-03-09 14:00:00,2020-03-22 02:00:00,2,9,4098.54
31696,2021-09-22 06:00:00,2021-10-03 03:00:00,2,41,314.98
31697,2021-01-17 10:00:00,2021-01-21 06:00:00,5,44,4209.92
31698,2021-08-14 10:00:00,2021-08-28 04:00:00,5,40,2543.43
31699,2022-05-11 20:00:00,2022-05-16 16:00:00,3,23,2223.25
31700,2022-04-11 08:00:00,2022-04-14 15:00:00,5,12,290.64
31701,2022-01-26 00:00:00,2022-02-06 22:00:00,1,47,3900.55
31702,2021-12-03 16:00:00,2021-12-18 05:00:00,3,20,764.1
31703,2020-10-21 01:00:00,2020-10-27 22:00:00,4,21,302.24
31704,2022-12-07 02:00:00,2022-12-12 09:00:00,1,34,2184.13
31705,2021-11-23 18:00:00,2021-12-05 02:00:00,3,11,2444.27
31706,2022-11-14 01:00:00,2022-11-23 16:00:00,3,43,915.97
31707,2020-09-17 04:00:00,2020-10-01 06:00:00,4,22,2989.41
31708,2020-12-27 13:00:00,2021-01-06 12:00:00,2,48,1846.03
31709,2022-06-02 16:00:00,2022-06-05 18:00:00,5,16,205.39
31710,2020-09-02 04:00:00,2020-09-11 22:00:00,4,16,754.95
31711,2020-12-14 22:00:00,2020-12-26 04:00:00,5,38,4979.24
31712,2020-07-21 19:00:00,2020-07-23 19:00:00,5,36,3848.75
31713,2020-02-22 23:00:00,2020-02-25 19:00:00,1,5,152.72
31714,2022-09-07 00:00:00,2022-09-09 18:00:00,1,36,4295.65
31715,2021-08-09 00:00:00,2021-08-15 07:00:00,5,18,3296.66
31716,2020-12-29 18:00:00,2021-01-12 23:00:00,5,7,4160.81
31717,2021-10-04 06:00:00,2021-10-08 16:00:00,3,9,350.49
31718,2022-05-05 16:00:00,2022-05-07 04:00:00,2,45,1235.67
31719,2020-01-15 10:00:00,2020-01-24 07:00:00,2,7,1341.99
31720,2021-03-24 13:00:00,2021-03-28 23:00:00,2,28,227.42
31721,2021-09-05 11:00:00,2021-09-17 02:00:00,3,16,1026.68
31722,2021-10-31 23:00:00,2021-11-14 02:00:00,3,19,875.29
31723,2020-10-03 04:00:00,2020-10-08 08:00:00,5,31,797.83
31724,2021-02-26 04:00:00,2021-02-27 21:00:00,4,48,695.82
31725,2021-06-19 00:00:00,2021-06-22 20:00:00,2,30,2296.78
31726,2020-11-30 22:00:00,2020-12-03 04:00:00,5,4,894.11
31727,2021-01-30 00:00:00,2021-02-06 11:00:00,2,44,2190.01
31728,2022-12-21 10:00:00,2022-12-28 18:00:00,3,5,577.24
31729,2022-09-03 03:00:00,2022-09-06 15:00:00,3,37,1941.03
31730,2021-10-11 10:00:00,2021-10-25 10:00:00,1,47,2741.83
31731,2022-03-24 22:00:00,2022-04-01 17:00:00,5,6,1015.14
31732,2022-04-30 18:00:00,2022-05-02 00:00:00,2,4,2689.67
31733,2022-05-14 17:00:00,2022-05-20 01:00:00,1,14,267.88
31734,2022-07-18 19:00:00,2022-07-27 19:00:00,3,10,2950.98
31735,2022-08-19 15:00:00,2022-08-27 07:00:00,4,20,2425.69
31736,2020-06-04 20:00:00,2020-06-11 23:00:00,2,42,1664.17
31737,2020-06-25 08:00:00,2020-07-10 07:00:00,4,22,2312.13
31738,2022-07-18 04:00:00,2022-08-01 08:00:00,4,48,4607.85
31739,2021-04-30 18:00:00,2021-05-04 12:00:00,1,30,2409.48
31740,2020-05-06 02:00:00,2020-05-15 11:00:00,3,25,4009.58
31741,2020-03-30 13:00:00,2020-04-08 14:00:00,5,23,1452.55
31742,2021-03-10 18:00:00,2021-03-17 01:00:00,3,37,2429.46
31743,2022-12-22 13:00:00,2022-12-31 00:00:00,2,22,2700.63
31744,2020-08-12 01:00:00,2020-08-15 09:00:00,2,23,1528.64
31745,2020-02-11 21:00:00,2020-02-22 02:00:00,2,37,4034.14
31746,2020-12-03 20:00:00,2020-12-13 19:00:00,5,5,3756.56
31747,2021-07-02 13:00:00,2021-07-07 12:00:00,3,41,2016.29
31748,2021-04-01 14:00:00,2021-04-16 12:00:00,1,27,2082.38
31749,2021-11-12 07:00:00,2021-11-14 13:00:00,4,17,2441.75
31750,2020-03-01 04:00:00,2020-03-12 06:00:00,4,21,3263.95
31751,2020-02-20 20:00:00,2020-03-06 09:00:00,4,1,514.52
31752,2021-09-29 09:00:00,2021-10-08 17:00:00,1,31,2837.6
31753,2021-11-08 21:00:00,2021-11-18 14:00:00,2,6,4597.15
31754,2020-05-15 08:00:00,2020-05-23 20:00:00,4,28,4459.69
31755,2021-07-22 19:00:00,2021-07-26 23:00:00,5,3,748.28
31756,2022-11-15 12:00:00,2022-11-24 23:00:00,4,26,3514.96
31757,2021-03-07 02:00:00,2021-03-10 19:00:00,2,20,2000.8
31758,2020-08-08 15:00:00,2020-08-22 13:00:00,2,28,2388.72
31759,2020-08-06 11:00:00,2020-08-21 06:00:00,3,40,4118.68
31760,2022-07-11 09:00:00,2022-07-22 23:00:00,4,40,796.18
31761,2022-09-12 08:00:00,2022-09-17 20:00:00,5,37,4225.76
31762,2021-04-20 22:00:00,2021-05-01 02:00:00,1,40,4218.98
31763,2020-05-12 08:00:00,2020-05-23 02:00:00,1,35,2183.15
31764,2020-12-27 23:00:00,2021-01-02 02:00:00,1,43,1996.98
31765,2021-04-07 13:00:00,2021-04-21 02:00:00,3,17,3463.04
31766,2022-06-25 07:00:00,2022-06-26 09:00:00,3,48,205.54
31767,2021-06-08 02:00:00,2021-06-17 13:00:00,3,8,2403.35
31768,2022-05-09 11:00:00,2022-05-15 18:00:00,1,31,3021.02
31769,2022-07-21 10:00:00,2022-07-27 00:00:00,1,50,2211.85
31770,2021-05-29 10:00:00,2021-06-11 16:00:00,2,40,840.7
31771,2021-04-22 04:00:00,2021-05-02 13:00:00,4,10,4571.08
31772,2020-01-08 04:00:00,2020-01-09 19:00:00,1,32,129.5
31773,2021-03-30 06:00:00,2021-04-02 05:00:00,2,29,1158.64
31774,2020-02-12 13:00:00,2020-02-17 09:00:00,1,36,4069.51
31775,2021-05-31 18:00:00,2021-06-13 11:00:00,4,48,2875.12
31776,2021-05-16 18:00:00,2021-05-25 04:00:00,2,21,592.2
31777,2020-12-20 12:00:00,2020-12-30 06:00:00,5,42,3978.13
31778,2021-09-13 20:00:00,2021-09-28 14:00:00,3,29,4593.32
31779,2021-08-10 17:00:00,2021-08-16 14:00:00,4,13,1498.42
31780,2021-08-09 16:00:00,2021-08-23 17:00:00,2,19,3410.58
31781,2020-08-24 03:00:00,2020-09-05 23:00:00,3,13,2712.25
31782,2022-06-23 05:00:00,2022-06-24 16:00:00,1,40,500.94
31783,2022-12-28 04:00:00,2023-01-06 03:00:00,2,4,1350.67
31784,2022-10-24 05:00:00,2022-10-28 19:00:00,3,2,2405.63
31785,2021-07-08 10:00:00,2021-07-10 16:00:00,5,11,3390.73
31786,2022-02-13 17:00:00,2022-02-21 18:00:00,4,12,2367.11
31787,2022-09-21 09:00:00,2022-10-05 14:00:00,5,39,3641.72
31788,2022-04-10 06:00:00,2022-04-21 10:00:00,3,43,4791.34
31789,2020-06-24 08:00:00,2020-07-08 23:00:00,4,44,1902.41
31790,2022-05-13 21:00:00,2022-05-21 03:00:00,5,39,4654.11
31791,2021-02-16 09:00:00,2021-02-27 18:00:00,1,11,3254.4
31792,2020-01-14 13:00:00,2020-01-24 09:00:00,4,3,4819.6
31793,2022-02-22 17:00:00,2022-02-28 23:00:00,2,28,3788.72
